"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CROPYIELD","RICE","TONNE_HA","A","1990",8.31460674157303,
"AUS","CROPYIELD","RICE","TONNE_HA","A","1991",8.39473684210526,
"AUS","CROPYIELD","RICE","TONNE_HA","A","1992",8.09433962264151,
"AUS","CROPYIELD","RICE","TONNE_HA","A","1993",8.336,
"AUS","CROPYIELD","RICE","TONNE_HA","A","1994",8.53781512605042,
"AUS","CROPYIELD","RICE","TONNE_HA","A","1995",7.05109489051095,
"AUS","CROPYIELD","RICE","TONNE_HA","A","1996",8.25657894736842,
"AUS","CROPYIELD","RICE","TONNE_HA","A","1997",9.00680272108844,
"AUS","CROPYIELD","RICE","TONNE_HA","A","1998",9.2027027027027,
"AUS","CROPYIELD","RICE","TONNE_HA","A","1999",8.27480916030534,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2000",9.28248587570621,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2001",8.27777777777778,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2002",9.31914893617021,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2003",8.37878787878788,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2004",6.64705882352941,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2005",9.83333333333333,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2006",8.15,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2007",8.50096525096525,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2008",8.46093967194885,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2009",10.3895726586023,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2010",9.5441325891031,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2011",8.90979004024633,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2012",10.2753574336283,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2013",10.9392894872896,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2014",9.91032355889375,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2015",10.3062139012382,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2016",9.81169816184249,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2017",10.4876033394285,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2018",10.3426404253619,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2019",10.1563593932322,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2020",10.1565335945902,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2021",10.1565495639712,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2022",10.2076323988983,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2023",10.2578999061384,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2024",10.309430624576,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2025",10.3614848150519,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2026",10.4136348629226,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2027",10.4658091746481,
"AUS","CROPYIELD","RICE","TONNE_HA","A","2028",10.5180057950431,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1990",1.63440405289593,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1991",1.46979632181988,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1992",1.78119788267711,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1993",1.96575293444031,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1994",1.13567871038057,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.7898749552637,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.09630015728447,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.84152251786296,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.85963179553823,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.03471543044997,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.82088556509134,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.10763105852965,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2002",0.90703920217004,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.99982398542905,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.63478215442482,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.02129762832826,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2006",0.917247984810856,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.07879443167996,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.58313993880357,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.57294215114185,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.03010709683153,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.15110831857541,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2012",1.76092148855844,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.00604563100042,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.91724692536684,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.97430550900547,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.60998648989102,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.73603784338497,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.7016760337214,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2019",1.97,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2020",1.99701870466764,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2021",2.0252803324314,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2022",2.04884035593331,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2023",2.07309999801865,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2024",2.0983455826537,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2025",2.12417405665405,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2026",2.15007339266725,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2027",2.17404184400082,
"AUS","CROPYIELD","WHEAT","TONNE_HA","A","2028",2.19598866850465,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1990",2.27687887923391,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1991",2.2559034072011,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1992",2.16036501153315,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1993",2.20012606366215,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1994",2.12741567193272,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.24670268909527,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.4302874617737,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.12853889278206,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.25496034532805,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.59709270961776,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.44458672660943,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.9452359624723,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.8324206417542,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.25645895540653,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.6409377030323,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.73805270209915,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.6095767315995,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.33172781188705,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.85749088912186,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.78972920375968,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.80850037969648,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.95679625840398,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.8743235117258,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.59800712152538,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.08181294813419,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.89250180471423,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.5805287256442,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2017",3.33777119766678,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.21521416994137,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.26448365078257,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.25489120128304,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.28886998631417,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.32493709881426,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.33135752593692,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.35335480112525,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.37375610963294,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.37963527267875,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.38706307517926,
"CAN","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.39226265110603,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1990",4.58635197685632,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1991",4.2465710102489,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1992",4.54849857549858,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1993",3.31818793828892,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1994",4.90722694394213,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1995",4.59758640226629,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1996",4.74034597875569,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1997",4.65061443932412,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1998",4.50736257634647,
"JPN","CROPYIELD","RICE","TONNE_HA","A","1999",4.64907718120805,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2000",4.85759322033898,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2001",4.80987221570926,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2002",4.77099170616114,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2003",4.23997117117117,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2004",4.64984126984127,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2005",4.81890035169988,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2006",4.59226066350711,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2007",4.71899820681411,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2008",4.91311493546404,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2009",4.72749014778325,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2010",4.76039557739558,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2011",4.92436294416244,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2012",4.98099430740038,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2013",4.93965478424015,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2014",4.96315428571429,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2015",5.07083266932271,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2016",5.23752535496957,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2017",5.14781160409556,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2018",5.13751598088737,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2019",5.16320356079181,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2020",5.18935727088367,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2021",5.21744876637078,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2022",5.24073921056005,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2023",5.26736353811251,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2024",5.29508261497577,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2025",5.32110499675378,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2026",5.34866601159931,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2027",5.37575796788616,
"JPN","CROPYIELD","RICE","TONNE_HA","A","2028",5.40260325082517,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1990",3.65591397849462,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1991",3.17972350230415,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1992",3.53846153846154,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1993",3.47494553376906,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1994",3.71955233706386,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.93456708526107,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1996",3.01577287066246,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1997",3.63809523809524,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1998",3.51418002466091,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","1999",3.45379146919431,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2000",3.75956284153005,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2001",3.55510411376333,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2002",4.00676655389077,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2003",4.03393025447691,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2004",4.03755868544601,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2005",4.08878504672897,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2006",3.8394495412844,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2007",4.33333333333333,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2008",4.21531100478469,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.23667786845895,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.75978733687772,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.52860520094563,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2012",4.10133843212237,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.86298763082778,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2014",4.00752587017874,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2015",4.71140309713749,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.6884328358209,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2017",4.27084314649082,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2018",4.20678049929345,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2019",4.22781440178992,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2020",4.24895358174133,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2021",4.27019848900753,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2022",4.29154880967863,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2023",4.31300604270245,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2024",4.33457069041919,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2025",4.3562432957446,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2026",4.37802416175151,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2027",4.39991306359164,
"JPN","CROPYIELD","WHEAT","TONNE_HA","A","2028",4.42191078525532,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1990",4.50517904657968,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1991",4.45559660889317,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1992",4.60791349183367,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1993",4.18164449750487,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1994",4.58890557659658,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1995",4.44653687771578,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1996",5.0716321949472,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1997",5.17824676095953,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1998",4.81324869419705,
"KOR","CROPYIELD","RICE","TONNE_HA","A","1999",4.93592683569639,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2000",4.93375004546035,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2001",5.09156006924409,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2002",4.6779448264599,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2003",4.38090902827672,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2004",4.99436053613862,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2005",4.86708712822172,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2006",4.89933932072833,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2007",4.63850881347014,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2008",5.17594997039858,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2009",5.31772224331537,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2010",4.81508596820443,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2011",4.94718343263182,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2012",4.71775447141451,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2013",5.0803314817595,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2014",5.20013218786864,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2015",5.41308247763166,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2016",5.38912003328479,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2017",5.26354786521499,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2018",5.24357676097675,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2019",5.300408801984,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2020",5.35672355301891,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2021",5.41400245393878,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2022",5.4526740364813,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2023",5.49153042774855,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2024",5.52957488865732,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2025",5.56764394110806,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2026",5.60541573150913,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2027",5.64315859381511,
"KOR","CROPYIELD","RICE","TONNE_HA","A","2028",5.68093479034633,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1990",3.02380952380952,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1991",3.09550561797753,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1992",3.36585365853659,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1993",2.71115173674589,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1994",3.70446735395189,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1995",4.43858131487889,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1996",3.91926803013994,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1997",4.04406964091404,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1998",3.48469387755102,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","1999",3.66992824527071,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.54515778019586,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2001",3.10491803278689,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2002",3.22676991150442,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2003",3.05120390124962,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2004",3.32885021097046,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2005",3.20584551148225,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2006",3.34292289988493,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2007",3.81275933609959,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2008",4.06394664574343,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2009",3.70672982040655,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2010",3.11730953139943,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2011",3.3484360625575,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.90979190873561,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.58524345585243,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.26030640668524,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.62336244541485,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.7073754789272,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2017",4.03156307228267,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.68623234276617,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2019",3.7088105204874,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2020",3.73138869820864,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2021",3.75396687592988,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2022",3.77654505365111,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2023",3.79912323137235,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2024",3.82170140909359,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2025",3.84427958681482,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2026",3.86685776453606,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2027",3.88943594225729,
"KOR","CROPYIELD","WHEAT","TONNE_HA","A","2028",3.91201411997853,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1990",2.66666666666667,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1991",2.71428571428571,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1992",2.85714285714286,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1993",3.21584689254992,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1994",2.80863091712606,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1995",3.08825711699537,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1996",2.99718246560188,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1997",2.73006291192331,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1998",2.97709063196016,
"MEX","CROPYIELD","RICE","TONNE_HA","A","1999",2.90865746549561,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2000",2.96701545778835,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2001",4.25758476337041,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2002",4.50270446817939,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2003",4.55112446509756,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2004",4.46450658343949,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2005",5.06529211774273,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2006",4.78574401483306,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2007",4.15366436491032,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2008",4.46191849013109,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2009",4.8501830061093,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2010",5.19012982483624,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2011",5.09617585811389,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2012",5.62307746500579,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2013",5.42516401407473,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2014",5.71222994322675,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2015",5.80787626028728,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2016",6.13456037430859,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2017",6.38998890757677,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2018",6.79828619905363,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2019",6.86050749701358,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2020",6.92309342372638,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2021",6.99935911936429,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2022",7.07631410084656,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2023",7.15125619965976,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2024",7.22832553636637,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2025",7.30620122266318,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2026",7.38393838856232,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2027",7.46136491286396,
"MEX","CROPYIELD","RICE","TONNE_HA","A","2028",7.53840190975505,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1990",4.21329046087889,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1991",4.127219247641,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1992",3.95302342441494,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1993",4.08210820899774,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1994",4.30338222548446,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1995",3.73195018782328,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1996",4.17064122684527,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1997",4.73466243171398,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1998",4.20771964143571,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","1999",4.63115131074659,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2000",4.93553185829071,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2001",4.76604922355562,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2002",5.09989160033558,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2003",4.49141194358942,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2004",4.4783400128642,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2005",4.75169410394652,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2006",5.22740927700482,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2007",5.08240281758389,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2008",5.08436565485735,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2009",4.96876240104843,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2010",5.41845088180698,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2011",5.47779202527976,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2012",5.65675700964062,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2013",5.29342466496844,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2014",5.1935413548939,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2015",4.52564842607112,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2016",5.33876570442873,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2017",5.29673060551694,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2018",6.22413661789471,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2019",5.61987764261346,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2020",5.66367734812618,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2021",5.71199958731847,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2022",5.75141791106977,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2023",5.7937188476398,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2024",5.84037910151847,
"MEX","CROPYIELD","WHEAT","TONNE_HA","A","2025",5.88862324999363,
